nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity,      y-velocity,      z-velocity,        pressure
10183,6.74E+00,7.50E+00,9.26E+00,1.25E+01,0.00E+00,5.98E-02,-3.08E+00
10184,1.68E+00,7.50E+00,6.69E+00,1.25E+01,0.00E+00,2.76E-01,-2.77E+00
10185,3.41E+00,6.68E+00,6.99E+00,1.26E+01,-3.24E-04,2.14E-01,-3.99E+00
10186,5.63E+00,5.58E+00,1.50E+01,1.25E+01,-1.01E-02,0.00E+00,-2.07E+00
10187,6.75E+00,7.50E+00,1.50E+01,1.25E+01,-1.36E-03,1.14E-03,-2.12E+00
10188,1.41E+01,5.79E+00,8.53E-01,1.24E+01,2.67E-02,4.62E-02,-1.16E+00
10189,1.41E+01,6.54E+00,0.00E+00,1.24E+01,1.11E-02,0.00E+00,-1.24E+00
10190,1.41E+01,7.50E+00,9.81E-01,1.24E+01,0.00E+00,3.07E-02,-1.30E+00
10191,1.35E+01,5.76E+00,1.71E+00,1.24E+01,3.05E-03,8.33E-02,-1.37E+00
10192,9.58E+00,-8.35E-01,0.00E+00,2.73E+00,-6.77E-02,0.00E+00,-1.75E+00
10193,1.13E+01,-6.90E-01,1.08E+00,4.44E+00,-1.12E-01,-7.23E-01,-2.53E-01
10194,1.16E+01,3.31E-01,7.69E-01,3.61E+00,2.45E-01,-8.03E-01,2.97E-01
10195,6.17E+00,-3.33E+00,1.53E+00,1.31E+01,7.86E-02,2.37E-01,-1.01E+01
10196,5.51E+00,-4.26E+00,5.55E-01,1.30E+01,-8.21E-02,6.32E-02,-9.85E+00
10197,7.85E+00,-2.20E-02,1.50E+01,1.25E+01,-6.01E-03,0.00E+00,-2.15E+00
10198,7.46E+00,3.14E-01,1.36E+01,1.25E+01,-9.48E-03,-1.46E-02,-2.24E+00
10199,4.13E+00,3.14E+00,1.44E+01,1.24E+01,-1.10E-02,7.63E-03,-1.95E+00
10200,1.58E+01,-5.51E+00,1.50E+01,1.24E+01,4.68E-03,0.00E+00,-9.71E-01
10201,1.82E+01,-5.81E+00,2.17E+00,1.24E+01,1.52E-03,5.50E-02,-3.68E-01
10202,2.11E+01,-6.99E+00,6.13E+00,1.23E+01,8.72E-03,9.52E-03,-1.31E-01
10203,2.16E+01,-7.50E+00,1.79E+00,1.23E+01,0.00E+00,3.84E-02,-7.69E-02
10204,2.05E+01,-5.89E+00,1.55E+00,1.23E+01,-1.71E-02,4.77E-02,-1.43E-01
10205,1.60E+01,-7.50E+00,8.48E+00,1.24E+01,0.00E+00,-1.95E-02,-9.00E-01
10206,1.24E+01,-3.02E+00,9.16E-01,1.19E+01,-5.97E-02,1.98E-01,-1.08E+00
10207,6.34E+00,6.02E+00,9.18E+00,1.25E+01,-3.23E-02,5.56E-02,-3.21E+00
10208,4.36E+00,7.50E+00,7.50E+00,1.26E+01,0.00E+00,1.66E-01,-3.91E+00
10209,5.50E-01,7.50E+00,6.86E+00,1.24E+01,0.00E+00,2.83E-01,-1.54E+00
10210,-4.34E-01,6.66E+00,9.73E+00,1.23E+01,9.38E-03,1.89E-01,-3.53E-01
10211,1.85E+00,6.79E+00,6.18E+00,1.25E+01,3.46E-02,2.85E-01,-3.27E+00
10212,3.95E+00,7.50E+00,6.69E+00,1.26E+01,0.00E+00,1.98E-01,-4.25E+00
10213,4.36E+00,6.77E+00,7.21E+00,1.26E+01,-1.20E-02,1.73E-01,-4.13E+00
10214,5.07E+00,5.07E+00,1.43E+01,1.25E+01,-1.09E-02,1.05E-02,-2.05E+00
10215,6.75E+00,7.50E+00,1.31E+01,1.25E+01,0.00E+00,1.37E-02,-2.23E+00
10216,7.23E+00,6.84E+00,1.43E+01,1.25E+01,-3.90E-03,3.38E-03,-2.14E+00
10217,6.76E+00,5.58E+00,1.50E+01,1.25E+01,-1.09E-02,0.00E+00,-2.13E+00
10218,1.41E+01,4.61E+00,0.00E+00,1.24E+01,9.47E-02,0.00E+00,-8.84E-01
10219,1.41E+01,6.64E+00,1.76E+00,1.24E+01,2.15E-03,6.24E-02,-1.26E+00
10220,1.41E+01,7.50E+00,2.94E+00,1.24E+01,0.00E+00,6.87E-02,-1.31E+00
10221,1.42E+01,6.80E+00,6.39E-01,1.24E+01,7.94E-03,2.41E-02,-1.24E+00
10222,9.39E+00,-4.50E-01,7.80E-01,2.50E+00,-5.75E-02,-7.77E-01,-1.70E+00
10223,1.05E+01,-1.44E+00,7.33E-01,5.70E+00,-1.40E-01,3.00E-02,-1.18E+00
10224,1.19E+01,-8.38E-01,0.00E+00,3.90E+00,-2.42E-01,0.00E+00,1.41E-01
10225,1.10E+01,1.16E+00,8.76E-01,4.15E+00,2.69E-01,-2.94E-01,-8.89E-01
10226,1.19E+01,7.86E-01,0.00E+00,3.23E+00,4.48E-01,0.00E+00,-8.60E-03
10227,7.06E+00,-4.55E+00,8.49E-01,1.28E+01,4.37E-02,6.81E-02,-7.03E+00
10228,4.51E+00,3.65E+00,1.50E+01,1.24E+01,-1.29E-02,0.00E+00,-1.98E+00
10229,1.57E+01,-7.50E+00,1.31E+01,1.24E+01,0.00E+00,-1.52E-02,-9.86E-01
10230,1.40E+01,-7.50E+00,1.21E+01,1.24E+01,0.00E+00,-2.04E-02,-1.28E+00
10231,1.57E+01,-6.66E+00,1.21E+01,1.24E+01,4.86E-03,-2.18E-02,-9.89E-01
10232,1.57E+01,-7.04E+00,1.37E+01,1.24E+01,1.37E-03,-1.06E-02,-9.77E-01
10233,1.64E+01,-6.50E+00,1.50E+01,1.24E+01,2.60E-03,0.00E+00,-8.77E-01
10234,2.15E+01,-7.50E+00,4.06E+00,1.23E+01,0.00E+00,3.84E-02,-8.34E-02
10235,2.16E+01,-6.47E+00,5.83E+00,1.23E+01,2.06E-02,1.54E-02,-8.50E-02
10236,2.15E+01,-7.50E+00,6.41E+00,1.23E+01,0.00E+00,4.76E-03,-9.19E-02
10237,2.16E+01,-7.50E+00,2.92E+00,1.23E+01,0.00E+00,4.50E-02,-8.30E-02
10238,2.16E+01,-6.86E+00,1.25E+00,1.23E+01,-9.40E-03,3.31E-02,-6.77E-02
10239,2.13E+01,-7.04E+00,2.33E+00,1.23E+01,-4.90E-04,4.54E-02,-1.03E-01
10240,2.12E+01,-6.05E+00,1.03E+00,1.23E+01,-2.64E-02,3.38E-02,-8.73E-02
10241,1.62E+01,-6.76E+00,8.85E+00,1.24E+01,1.25E-02,-2.56E-02,-8.63E-01
10242,1.48E+01,-6.60E+00,8.71E+00,1.24E+01,1.69E-02,-2.81E-02,-1.12E+00
10243,1.40E+01,-6.65E+00,8.02E+00,1.24E+01,2.02E-02,-2.36E-02,-1.30E+00
10244,2.04E+01,-6.18E+00,6.83E-01,1.23E+01,-2.73E-02,2.41E-02,-1.44E-01
10245,2.06E+01,-5.76E+00,0.00E+00,1.23E+01,-4.89E-02,0.00E+00,-1.19E-01
10246,1.30E+01,-2.73E+00,1.27E+00,1.16E+01,-3.77E-02,3.05E-01,-6.81E-01
10247,1.19E+01,-2.69E+00,0.00E+00,1.10E+01,-1.51E-01,0.00E+00,-1.03E+00
10248,6.42E+00,6.58E+00,1.22E+01,1.25E+01,-8.97E-03,2.31E-02,-2.35E+00
10249,5.84E+00,7.50E+00,7.50E+00,1.26E+01,0.00E+00,1.20E-01,-3.90E+00
10250,2.75E+00,6.04E+00,6.59E+00,1.26E+01,2.44E-02,2.64E-01,-4.09E+00
10251,3.37E+00,7.50E+00,5.81E+00,1.26E+01,0.00E+00,2.35E-01,-4.50E+00
10252,6.15E+00,5.82E+00,1.33E+01,1.25E+01,-1.11E-02,1.39E-02,-2.21E+00
10253,6.19E+00,5.26E+00,1.45E+01,1.25E+01,-1.19E-02,3.80E-03,-2.13E+00
10254,7.32E+00,6.54E+00,1.50E+01,1.25E+01,-5.89E-03,0.00E+00,-2.12E+00
10255,1.43E+01,5.15E+00,1.56E+00,1.24E+01,2.58E-02,1.04E-01,-9.98E-01
10256,1.46E+01,4.98E+00,8.88E-01,1.24E+01,6.62E-02,7.45E-02,-8.57E-01
10257,1.46E+01,5.58E+00,0.00E+00,1.24E+01,4.25E-02,0.00E+00,-9.70E-01
10258,1.46E+01,7.50E+00,0.00E+00,1.24E+01,1.94E-03,7.50E-03,-1.10E+00
10259,1.21E+01,-4.56E-01,7.87E-01,4.14E+00,-1.09E-01,-6.74E-01,4.36E-01
10260,1.62E+01,-5.44E+00,1.40E+01,1.24E+01,5.24E-03,-8.13E-03,-9.04E-01
10261,1.66E+01,-6.70E+00,1.42E+01,1.24E+01,2.11E-03,-6.32E-03,-8.48E-01
10262,1.63E+01,-7.50E+00,1.40E+01,1.24E+01,0.00E+00,-8.54E-03,-8.87E-01
10263,2.25E+01,-7.50E+00,4.63E+00,1.23E+01,0.00E+00,3.02E-02,-2.15E-02
10264,2.11E+01,-6.81E+00,3.64E+00,1.23E+01,9.18E-03,4.52E-02,-1.17E-01
10265,2.19E+01,-6.84E+00,6.45E+00,1.23E+01,1.27E-02,5.59E-03,-6.33E-02
10266,2.06E+01,-7.50E+00,6.98E+00,1.23E+01,0.00E+00,-2.06E-03,-2.07E-01
10267,2.12E+01,-5.93E+00,2.32E+00,1.23E+01,-3.34E-04,5.58E-02,-1.00E-01
10268,1.55E+01,-7.50E+00,9.25E+00,1.24E+01,0.00E+00,-2.35E-02,-9.90E-01
10269,1.40E+01,-7.50E+00,8.48E+00,1.24E+01,0.00E+00,-2.08E-02,-1.32E+00
10270,2.00E+01,-5.24E+00,9.30E-01,1.23E+01,-4.69E-02,4.29E-02,-1.60E-01
10271,1.29E+01,-2.05E+00,7.08E-01,8.84E+00,-1.81E-01,1.82E-01,-3.68E-01
10272,5.11E+00,5.59E+00,7.80E+00,1.26E+01,-5.53E-02,1.21E-01,-4.07E+00
10273,5.05E+00,6.91E+00,7.41E+00,1.26E+01,-1.60E-02,1.42E-01,-4.05E+00
10274,2.89E+00,6.75E+00,5.95E+00,1.26E+01,2.02E-02,2.59E-01,-4.26E+00
10275,4.12E+00,6.85E+00,6.25E+00,1.26E+01,-2.11E-03,2.05E-01,-4.65E+00
10276,4.38E+00,5.86E+00,6.91E+00,1.26E+01,-3.33E-02,1.82E-01,-4.57E+00
10277,7.31E+00,7.50E+00,1.40E+01,1.25E+01,0.00E+00,4.47E-03,-2.15E+00
10278,6.20E+00,4.63E+00,1.50E+01,1.25E+01,-1.45E-02,0.00E+00,-2.13E+00
10279,1.42E+01,3.97E+00,8.49E-01,1.23E+01,1.43E-01,1.38E-01,-7.21E-01
10280,1.32E+01,3.98E+00,7.41E-01,1.24E+01,1.32E-01,1.17E-01,-1.02E+00
10281,1.46E+01,5.80E+00,2.00E+00,1.24E+01,1.45E-03,8.96E-02,-1.01E+00
10282,1.46E+01,7.50E+00,1.96E+00,1.24E+01,0.00E+00,5.76E-02,-1.12E+00
10283,1.52E+01,6.54E+00,0.00E+00,1.24E+01,1.79E-02,0.00E+00,-9.22E-01
10284,1.49E+01,6.66E+00,1.10E+00,1.24E+01,1.10E-02,4.30E-02,-1.02E+00
10285,1.13E+01,-1.72E+00,0.00E+00,7.14E+00,-2.08E-01,0.00E+00,-6.21E-01
10286,1.13E+01,1.67E+00,0.00E+00,5.29E+00,4.04E-01,0.00E+00,-1.13E+00
10287,1.19E+01,1.56E+00,9.46E-01,5.79E+00,2.58E-01,-1.42E-02,-6.40E-01
10288,1.41E+01,-5.93E+00,1.13E+01,1.24E+01,1.23E-02,-2.98E-02,-1.26E+00
10289,1.52E+01,-5.92E+00,1.22E+01,1.24E+01,8.43E-03,-2.31E-02,-1.07E+00
10290,1.66E+01,-5.93E+00,1.44E+01,1.24E+01,3.95E-03,-5.07E-03,-8.33E-01
10291,1.69E+01,-7.50E+00,1.50E+01,1.24E+01,4.71E-04,-2.76E-03,-8.00E-01
10292,2.18E+01,-6.83E+00,4.07E+00,1.23E+01,1.22E-02,4.07E-02,-5.35E-02
10293,2.07E+01,-5.86E+00,4.80E+00,1.23E+01,3.68E-02,3.53E-02,-1.50E-01
10294,2.12E+01,-6.55E+00,6.96E+00,1.23E+01,1.85E-02,-2.57E-03,-1.33E-01
10295,2.25E+01,-7.50E+00,5.89E+00,1.23E+01,0.00E+00,1.12E-02,-2.23E-02
10296,2.15E+01,-6.19E+00,3.71E+00,1.23E+01,1.91E-02,4.87E-02,-8.08E-02
10297,2.25E+01,-7.50E+00,1.18E+00,1.23E+01,0.00E+00,2.93E-02,-1.35E-02
10298,2.19E+01,-6.59E+00,2.36E+00,1.23E+01,-7.25E-04,4.83E-02,-5.34E-02
10299,1.69E+01,-6.42E+00,8.64E+00,1.24E+01,1.74E-02,-2.60E-02,-7.11E-01
10300,1.66E+01,-7.50E+00,9.19E+00,1.24E+01,0.00E+00,-2.22E-02,-7.97E-01
10301,2.07E+01,-6.77E+00,0.00E+00,1.23E+01,-1.72E-02,0.00E+00,-1.24E-01
10302,1.90E+01,-4.65E+00,8.37E-01,1.23E+01,-7.15E-02,5.93E-02,-2.04E-01
10303,2.02E+01,-4.81E+00,0.00E+00,1.23E+01,-9.95E-02,0.00E+00,-1.33E-01
10304,1.78E+01,-3.81E+00,4.66E-01,1.23E+01,-1.57E-01,7.16E-02,-2.20E-01
10305,2.25E+00,7.50E+00,5.81E+00,1.26E+01,0.00E+00,2.74E-01,-3.58E+00
10306,5.08E+00,7.50E+00,6.85E+00,1.26E+01,0.00E+00,1.60E-01,-4.28E+00
10307,7.87E+00,7.50E+00,1.31E+01,1.25E+01,0.00E+00,6.63E-03,-2.19E+00
10308,7.99E+00,6.58E+00,1.41E+01,1.25E+01,-5.58E-03,2.45E-03,-2.12E+00
10309,7.88E+00,7.50E+00,1.50E+01,1.25E+01,-1.32E-03,7.53E-04,-2.10E+00
10310,1.52E+01,4.62E+00,0.00E+00,1.24E+01,1.22E-01,0.00E+00,-6.56E-01
10311,1.35E+01,3.64E+00,0.00E+00,1.21E+01,2.02E-01,0.00E+00,-8.64E-01
10312,1.52E+01,7.50E+00,9.81E-01,1.24E+01,0.00E+00,3.10E-02,-9.48E-01
10313,1.02E+01,1.66E+00,0.00E+00,4.97E+00,3.25E-01,0.00E+00,-1.73E+00
10314,1.32E+01,-5.69E+00,1.12E+01,1.24E+01,1.55E-02,-3.07E-02,-1.44E+00
10315,1.64E+01,-4.51E+00,1.50E+01,1.24E+01,5.33E-03,0.00E+00,-8.72E-01
10316,1.70E+01,-5.51E+00,1.50E+01,1.24E+01,5.06E-03,0.00E+00,-7.87E-01
10317,1.75E+01,-6.50E+00,1.50E+01,1.24E+01,2.50E-03,0.00E+00,-7.06E-01
10318,2.25E+01,-7.50E+00,3.50E+00,1.23E+01,0.00E+00,4.27E-02,-1.91E-02
10319,2.14E+01,-5.77E+00,6.28E+00,1.23E+01,3.77E-02,5.89E-03,-9.70E-02
10320,2.25E+01,-6.52E+00,6.46E+00,1.23E+01,1.92E-02,4.97E-03,0.00E+00
10321,2.15E+01,-7.50E+00,7.57E+00,1.23E+01,0.00E+00,-7.05E-03,-1.08E-01
10322,2.25E+01,-7.50E+00,7.03E+00,1.23E+01,0.00E+00,-1.69E-04,-2.57E-02
10323,2.25E+01,-6.38E+00,1.79E+00,1.23E+01,-8.94E-03,4.55E-02,0.00E+00
10324,2.25E+01,-6.70E+00,7.74E-01,1.23E+01,-1.68E-02,2.26E-02,0.00E+00
10325,2.19E+01,-5.84E+00,2.05E+00,1.23E+01,-6.27E-03,5.50E-02,-4.99E-02
10326,1.56E+01,-7.05E+00,9.87E+00,1.24E+01,5.96E-03,-2.73E-02,-9.83E-01
10327,1.45E+01,-7.50E+00,9.27E+00,1.24E+01,0.00E+00,-2.47E-02,-1.20E+00
10328,1.31E+01,-6.71E+00,7.64E+00,1.24E+01,2.27E-02,-1.92E-02,-1.55E+00
10329,1.32E+01,-6.79E+00,8.57E+00,1.24E+01,1.63E-02,-2.57E-02,-1.50E+00
10330,2.03E+01,-7.50E+00,0.00E+00,1.23E+01,-4.05E-03,5.83E-03,-1.80E-01
10331,2.09E+01,-5.18E+00,7.65E-01,1.23E+01,-5.93E-02,4.05E-02,-8.75E-02
10332,1.72E+01,-3.21E+00,8.47E-01,1.18E+01,-1.69E-01,1.71E-01,-2.21E-01
10333,3.90E+00,6.08E+00,6.03E+00,1.27E+01,-7.24E-03,2.33E-01,-4.98E+00
10334,7.88E+00,5.58E+00,1.50E+01,1.25E+01,-1.12E-02,0.00E+00,-2.11E+00
10335,1.46E+01,3.66E+00,0.00E+00,1.20E+01,2.34E-01,0.00E+00,-4.74E-01
10336,1.51E+01,4.38E+00,1.12E+00,1.24E+01,1.00E-01,1.31E-01,-6.37E-01
10337,1.47E+01,6.12E+00,5.79E-01,1.24E+01,2.61E-02,3.00E-02,-1.02E+00
10338,1.52E+01,6.63E+00,1.81E+00,1.24E+01,6.13E-03,6.47E-02,-9.26E-01
10339,1.52E+01,7.50E+00,2.95E+00,1.24E+01,0.00E+00,7.04E-02,-9.70E-01
10340,1.16E+01,-1.28E+00,1.90E+00,7.25E+00,1.39E-01,-2.13E-01,-9.59E-01
10341,1.24E+01,1.68E+00,0.00E+00,5.62E+00,4.17E-01,0.00E+00,-9.50E-02
10342,1.69E+01,-7.50E+00,1.30E+01,1.24E+01,0.00E+00,-1.49E-02,-7.97E-01
10343,1.75E+01,-7.50E+00,1.40E+01,1.24E+01,0.00E+00,-8.38E-03,-7.08E-01
10344,1.76E+01,-5.95E+00,1.44E+01,1.24E+01,3.56E-03,-4.91E-03,-6.89E-01
10345,1.74E+01,-6.84E+00,1.43E+01,1.24E+01,2.00E-03,-5.38E-03,-7.14E-01
10346,2.25E+01,-6.50E+00,4.14E+00,1.23E+01,1.79E-02,4.14E-02,0.00E+00
10347,2.25E+01,-5.55E+00,5.91E+00,1.23E+01,4.44E-02,1.33E-02,0.00E+00
10348,2.16E+01,-5.72E+00,4.21E+00,1.23E+01,3.39E-02,4.54E-02,-6.72E-02
10349,2.05E+01,-6.67E+00,7.56E+00,1.23E+01,1.52E-02,-1.08E-02,-2.15E-01
10350,2.25E+01,-6.53E+00,7.60E+00,1.23E+01,1.69E-02,-1.03E-02,0.00E+00
10351,2.25E+01,-7.50E+00,2.36E+00,1.23E+01,0.00E+00,4.38E-02,-1.82E-02
10352,2.25E+01,-7.50E+00,0.00E+00,1.23E+01,-5.16E-03,5.69E-03,-2.88E-02
10353,1.65E+01,-6.70E+00,9.68E+00,1.24E+01,1.05E-02,-2.82E-02,-8.10E-01
10354,1.34E+01,-7.50E+00,9.26E+00,1.24E+01,0.00E+00,-2.40E-02,-1.43E+00
10355,1.93E+01,-4.27E+00,0.00E+00,1.23E+01,-1.35E-01,0.00E+00,-1.92E-01
10356,2.03E+01,-4.26E+00,7.69E-01,1.23E+01,-1.07E-01,7.61E-02,-1.21E-01
10357,1.98E+01,-4.60E+00,1.60E+00,1.23E+01,-3.57E-02,9.46E-02,-1.82E-01
10358,2.13E+01,-4.63E+00,0.00E+00,1.23E+01,-1.11E-01,0.00E+00,-1.03E-01
10359,2.62E+00,6.46E+00,5.06E+00,1.26E+01,5.66E-02,2.90E-01,-4.64E+00
10360,8.44E+00,7.50E+00,1.40E+01,1.25E+01,0.00E+00,1.46E-03,-2.09E+00
10361,8.47E+00,5.97E+00,1.44E+01,1.25E+01,-9.64E-03,2.44E-04,-2.08E+00
10362,8.44E+00,6.54E+00,1.50E+01,1.25E+01,-5.99E-03,0.00E+00,-2.07E+00
10363,7.32E+00,4.63E+00,1.50E+01,1.25E+01,-1.55E-02,0.00E+00,-2.14E+00
10364,1.35E+01,3.02E+00,9.11E-01,1.13E+01,1.87E-01,2.34E-01,-5.79E-01
10365,1.51E+01,3.45E+00,9.09E-01,1.19E+01,1.90E-01,2.03E-01,-4.98E-01
10366,1.57E+01,5.59E+00,0.00E+00,1.24E+01,5.61E-02,0.00E+00,-6.97E-01
10367,1.31E+01,3.24E+00,4.45E-01,1.20E+01,2.30E-01,1.04E-01,-8.19E-01
10368,1.58E+01,7.50E+00,0.00E+00,1.24E+01,3.34E-03,5.66E-03,-7.85E-01
10369,1.58E+01,6.60E+00,6.95E-01,1.24E+01,1.71E-02,2.93E-02,-7.62E-01
10370,1.25E+01,-1.02E+00,1.71E+00,6.56E+00,-3.48E-03,-5.49E-01,-3.10E-01
10371,1.67E+01,-4.84E+00,1.40E+01,1.24E+01,6.06E-03,-9.72E-03,-8.24E-01
10372,1.80E+01,-7.50E+00,1.50E+01,1.24E+01,6.42E-04,-2.94E-03,-6.32E-01
10373,2.18E+01,-6.32E+00,3.14E+00,1.23E+01,9.12E-03,5.15E-02,-6.31E-02
10374,2.19E+01,-5.90E+00,7.03E+00,1.23E+01,3.20E-02,-6.64E-03,-6.22E-02
10375,1.99E+01,-6.67E+00,6.99E+00,1.23E+01,1.73E-02,-3.73E-03,-2.73E-01
10376,2.11E+01,-6.60E+00,8.11E+00,1.23E+01,1.36E-02,-1.58E-02,-1.47E-01
10377,2.06E+01,-7.50E+00,8.13E+00,1.23E+01,0.00E+00,-1.32E-02,-2.15E-01
10378,2.19E+01,-6.16E+00,8.69E-01,1.23E+01,-2.70E-02,2.87E-02,-3.70E-02
10379,2.16E+01,-6.59E+00,0.00E+00,1.23E+01,-2.20E-02,0.00E+00,-6.98E-02
10380,2.25E+01,-6.46E+00,2.99E+00,1.23E+01,6.80E-03,5.01E-02,0.00E+00
10381,1.57E+01,-6.61E+00,1.05E+01,1.24E+01,9.70E-03,-2.95E-02,-9.70E-01
10382,2.17E+01,-5.67E+00,0.00E+00,1.23E+01,-5.38E-02,0.00E+00,-5.27E-02
10383,2.08E+01,-4.74E+00,1.70E+00,1.23E+01,-2.79E-02,8.85E-02,-1.18E-01
10384,1.81E+00,6.64E+00,5.42E+00,1.26E+01,6.04E-02,3.03E-01,-3.53E+00
10385,8.50E+00,6.43E+00,1.35E+01,1.25E+01,-7.38E-03,1.40E-03,-2.11E+00
10386,7.85E+00,4.66E+00,1.40E+01,1.25E+01,-1.61E-02,-4.57E-04,-2.15E+00
10387,1.44E+01,2.96E+00,6.10E-01,1.07E+01,2.57E-01,1.80E-01,-4.38E-01
10388,1.58E+01,3.67E+00,0.00E+00,1.20E+01,2.54E-01,0.00E+00,-2.91E-01
10389,1.30E+01,2.66E+00,0.00E+00,9.74E+00,2.83E-01,0.00E+00,-4.68E-01
10390,1.46E+01,7.50E+00,3.93E+00,1.24E+01,0.00E+00,6.92E-02,-1.14E+00
10391,1.58E+01,7.50E+00,1.96E+00,1.24E+01,0.00E+00,5.82E-02,-8.25E-01
10392,1.26E+01,-2.01E+00,1.68E+00,9.69E+00,8.33E-02,3.20E-01,-7.31E-01
10393,1.15E+01,2.16E+00,5.32E-01,7.87E+00,2.32E-01,1.72E-01,-1.14E+00
10394,1.36E+01,1.70E+00,0.00E+00,5.75E+00,4.13E-01,0.00E+00,1.48E-02
10395,1.76E+01,-4.50E+00,1.50E+01,1.24E+01,5.07E-03,0.00E+00,-6.74E-01
10396,1.83E+01,-6.72E+00,1.42E+01,1.24E+01,2.01E-03,-6.06E-03,-5.89E-01
10397,2.20E+01,-5.21E+00,5.36E+00,1.23E+01,5.34E-02,2.55E-02,-3.42E-02
10398,1.96E+01,-7.50E+00,7.57E+00,1.24E+01,0.00E+00,-8.72E-03,-3.23E-01
10399,2.25E+01,-7.50E+00,8.17E+00,1.23E+01,0.00E+00,-1.24E-02,-2.21E-02
10400,2.16E+01,-6.10E+00,8.14E+00,1.23E+01,2.17E-02,-1.89E-02,-9.84E-02
10401,2.18E+01,-6.86E+00,8.73E+00,1.23E+01,8.53E-03,-1.82E-02,-7.41E-02
10402,2.25E+01,-5.73E+00,8.57E-01,1.23E+01,-3.84E-02,3.45E-02,0.00E+00
10403,2.25E+01,-6.32E+00,0.00E+00,1.23E+01,-3.24E-02,0.00E+00,-1.62E-02
10404,2.25E+01,-5.38E+00,2.55E+00,1.23E+01,6.51E-03,6.89E-02,0.00E+00
10405,1.46E+01,-6.84E+00,9.97E+00,1.24E+01,9.99E-03,-2.91E-02,-1.17E+00
10406,2.04E+01,-3.81E+00,0.00E+00,1.20E+01,-1.80E-01,0.00E+00,-1.10E-01
10407,1.96E+01,-3.67E+00,9.19E-01,1.21E+01,-1.31E-01,1.40E-01,-1.90E-01
10408,2.18E+01,-5.29E+00,7.48E-01,1.23E+01,-5.54E-02,3.71E-02,-3.82E-02
10409,2.10E+01,-3.87E+00,9.41E-01,1.21E+01,-1.18E-01,1.19E-01,-1.17E-01
10410,5.64E+00,7.04E+00,6.40E+00,1.26E+01,-1.29E-02,1.46E-01,-4.53E+00
10411,9.07E+00,6.56E+00,1.43E+01,1.24E+01,-5.99E-03,-2.74E-04,-2.03E+00
10412,8.55E+00,6.90E+00,1.28E+01,1.25E+01,-5.63E-03,2.52E-03,-2.16E+00
10413,9.01E+00,5.58E+00,1.50E+01,1.25E+01,-1.13E-02,0.00E+00,-2.01E+00
10414,9.00E+00,7.50E+00,1.50E+01,1.24E+01,-1.57E-03,1.50E-04,-2.02E+00
10415,8.45E+00,4.62E+00,1.50E+01,1.25E+01,-1.55E-02,0.00E+00,-2.08E+00
10416,1.41E+01,2.69E+00,0.00E+00,9.77E+00,3.28E-01,0.00E+00,-3.10E-01
10417,1.52E+01,2.71E+00,0.00E+00,9.70E+00,3.40E-01,0.00E+00,-2.24E-01
10418,1.59E+01,6.96E+00,1.45E+00,1.24E+01,7.86E-03,4.92E-02,-7.82E-01
10419,1.63E+01,7.50E+00,9.78E-01,1.24E+01,0.00E+00,3.01E-02,-6.94E-01
10420,1.63E+01,6.55E+00,0.00E+00,1.24E+01,2.40E-02,0.00E+00,-6.88E-01
10421,1.80E+01,-6.02E+00,1.36E+01,1.24E+01,3.65E-03,-1.07E-02,-6.23E-01
10422,1.81E+01,-7.50E+00,1.30E+01,1.24E+01,0.00E+00,-1.52E-02,-6.13E-01
10423,1.86E+01,-6.52E+00,1.50E+01,1.24E+01,2.24E-03,0.00E+00,-5.36E-01
10424,2.25E+01,-5.49E+00,3.65E+00,1.23E+01,2.91E-02,5.54E-02,0.00E+00
10425,2.25E+01,-5.53E+00,4.78E+00,1.23E+01,4.25E-02,3.71E-02,0.00E+00
10426,2.25E+01,-5.55E+00,7.04E+00,1.23E+01,3.91E-02,-8.91E-03,0.00E+00
10427,2.16E+01,-5.18E+00,3.10E+00,1.23E+01,2.34E-02,6.96E-02,-6.91E-02
10428,2.02E+01,-6.55E+00,8.50E+00,1.23E+01,1.33E-02,-1.96E-02,-2.56E-01
10429,2.15E+01,-7.50E+00,8.71E+00,1.23E+01,0.00E+00,-1.60E-02,-1.03E-01
10430,1.96E+01,-7.50E+00,6.43E+00,1.24E+01,0.00E+00,3.72E-03,-3.20E-01
10431,1.93E+01,-6.60E+00,8.15E+00,1.23E+01,1.41E-02,-1.78E-02,-3.61E-01
10432,2.25E+01,-5.55E+00,8.17E+00,1.23E+01,2.92E-02,-2.26E-02,0.00E+00
10433,2.15E+01,-5.36E+00,1.50E+00,1.23E+01,-2.68E-02,5.76E-02,-6.62E-02
10434,2.25E+01,-5.26E+00,1.64E+00,1.23E+01,-2.32E-02,6.69E-02,0.00E+00
10435,1.51E+01,-6.95E+00,1.08E+01,1.24E+01,6.08E-03,-2.81E-02,-1.08E+00
10436,1.40E+01,-7.50E+00,1.02E+01,1.24E+01,0.00E+00,-2.71E-02,-1.30E+00
10437,1.82E+01,-3.67E+00,0.00E+00,1.20E+01,-1.84E-01,0.00E+00,-2.83E-01
10438,2.25E+01,-5.14E+00,0.00E+00,1.23E+01,-7.83E-02,0.00E+00,-1.55E-02
10439,2.17E+01,-4.56E+00,7.79E-01,1.23E+01,-8.69E-02,5.85E-02,-7.72E-02
