nodenumber,    x-coordinate,    y-coordinate,    z-coordinate
1,3.25E-02,9.07E-03,0.00E+00
2,3.15E-02,9.08E-03,0.00E+00
3,3.33E-02,9.35E-03,0.00E+00
4,3.06E-02,9.37E-03,0.00E+00
5,3.41E-02,9.90E-03,0.00E+00
6,2.99E-02,9.92E-03,0.00E+00
7,3.46E-02,1.06E-02,0.00E+00
8,2.94E-02,1.07E-02,0.00E+00
9,3.49E-02,1.15E-02,0.00E+00
10,2.91E-02,1.15E-02,0.00E+00
11,3.49E-02,1.25E-02,0.00E+00
12,2.91E-02,1.25E-02,0.00E+00
13,3.46E-02,1.33E-02,0.00E+00
14,2.94E-02,1.33E-02,0.00E+00
15,3.41E-02,1.41E-02,0.00E+00
16,2.99E-02,1.41E-02,0.00E+00
17,3.33E-02,1.46E-02,0.00E+00
18,3.07E-02,1.46E-02,0.00E+00
19,3.25E-02,1.49E-02,0.00E+00
20,3.15E-02,1.49E-02,0.00E+00
21,3.25E-02,9.06E-03,2.72E-04
22,3.15E-02,9.06E-03,2.72E-04
23,3.33E-02,9.34E-03,2.72E-04
24,3.06E-02,9.36E-03,2.72E-04
25,3.41E-02,9.89E-03,2.72E-04
26,2.99E-02,9.91E-03,2.72E-04
27,3.46E-02,1.06E-02,2.72E-04
28,2.93E-02,1.07E-02,2.72E-04
29,3.49E-02,1.15E-02,2.72E-04
30,3.49E-02,1.25E-02,2.72E-04
31,2.91E-02,1.25E-02,2.72E-04
32,3.47E-02,1.33E-02,2.72E-04
33,2.94E-02,1.34E-02,2.72E-04
34,3.41E-02,1.41E-02,2.72E-04
35,2.99E-02,1.41E-02,2.72E-04
36,3.34E-02,1.46E-02,2.72E-04
37,3.07E-02,1.47E-02,2.72E-04
38,3.25E-02,1.49E-02,2.72E-04
39,3.15E-02,1.49E-02,2.72E-04
40,2.91E-02,1.15E-02,2.72E-04
41,3.20E-02,9.02E-03,5.43E-04
42,3.29E-02,9.17E-03,5.43E-04
43,3.11E-02,9.17E-03,5.43E-04
44,3.37E-02,9.59E-03,5.43E-04
45,3.02E-02,9.60E-03,5.43E-04
46,3.44E-02,1.02E-02,5.43E-04
47,2.96E-02,1.03E-02,5.43E-04
48,3.48E-02,1.11E-02,5.43E-04
49,3.50E-02,1.20E-02,5.44E-04
50,3.48E-02,1.29E-02,5.44E-04
51,2.92E-02,1.29E-02,5.44E-04
52,3.44E-02,1.37E-02,5.43E-04
53,2.96E-02,1.38E-02,5.43E-04
54,3.38E-02,1.44E-02,5.44E-04
55,3.03E-02,1.44E-02,5.43E-04
56,3.11E-02,1.48E-02,5.44E-04
57,2.92E-02,1.11E-02,5.44E-04
58,3.29E-02,1.48E-02,5.44E-04
59,3.20E-02,1.50E-02,5.44E-04
60,2.90E-02,1.20E-02,5.44E-04
61,3.20E-02,9.02E-03,1.09E-03
62,3.29E-02,9.17E-03,1.09E-03
63,3.11E-02,9.17E-03,1.09E-03
64,3.37E-02,9.59E-03,1.09E-03
65,3.02E-02,9.60E-03,1.09E-03
66,3.44E-02,1.02E-02,1.09E-03
67,2.96E-02,1.03E-02,1.09E-03
68,3.48E-02,1.11E-02,1.09E-03
69,3.50E-02,1.20E-02,1.09E-03
70,3.48E-02,1.29E-02,1.09E-03
71,2.92E-02,1.29E-02,1.09E-03
72,3.44E-02,1.37E-02,1.09E-03
73,2.96E-02,1.38E-02,1.09E-03
74,3.03E-02,1.44E-02,1.09E-03
75,3.38E-02,1.44E-02,1.09E-03
76,3.11E-02,1.48E-02,1.09E-03
77,2.92E-02,1.11E-02,1.09E-03
78,3.29E-02,1.48E-02,1.09E-03
79,3.20E-02,1.50E-02,1.09E-03
80,2.90E-02,1.20E-02,1.09E-03
81,3.25E-02,9.06E-03,1.36E-03
82,3.15E-02,9.06E-03,1.36E-03
83,3.33E-02,9.35E-03,1.36E-03
84,3.06E-02,9.35E-03,1.36E-03
85,3.41E-02,9.89E-03,1.36E-03
86,2.99E-02,9.90E-03,1.36E-03
87,3.46E-02,1.06E-02,1.36E-03
88,2.93E-02,1.07E-02,1.36E-03
89,3.49E-02,1.15E-02,1.36E-03
90,3.49E-02,1.25E-02,1.36E-03
91,3.47E-02,1.33E-02,1.36E-03
92,2.94E-02,1.34E-02,1.36E-03
93,3.41E-02,1.41E-02,1.36E-03
94,2.99E-02,1.41E-02,1.36E-03
95,3.07E-02,1.47E-02,1.36E-03
96,2.91E-02,1.25E-02,1.36E-03
97,3.34E-02,1.46E-02,1.36E-03
98,3.25E-02,1.49E-02,1.36E-03
99,3.15E-02,1.49E-02,1.36E-03
100,2.91E-02,1.15E-02,1.36E-03
101,3.25E-02,9.06E-03,1.90E-03
102,3.15E-02,9.06E-03,1.90E-03
103,3.33E-02,9.35E-03,1.90E-03
104,3.06E-02,9.35E-03,1.90E-03
105,3.41E-02,9.89E-03,1.90E-03
106,2.99E-02,9.90E-03,1.90E-03
107,3.46E-02,1.06E-02,1.90E-03
108,2.93E-02,1.07E-02,1.90E-03
109,3.49E-02,1.15E-02,1.90E-03
110,3.49E-02,1.25E-02,1.90E-03
111,3.47E-02,1.33E-02,1.90E-03
112,2.91E-02,1.15E-02,1.90E-03
113,2.91E-02,1.25E-02,1.90E-03
114,2.93E-02,1.34E-02,1.90E-03
115,3.41E-02,1.41E-02,1.90E-03
116,2.99E-02,1.41E-02,1.90E-03
117,3.07E-02,1.47E-02,1.90E-03
118,3.34E-02,1.46E-02,1.90E-03
119,3.25E-02,1.49E-02,1.90E-03
120,3.15E-02,1.49E-02,1.90E-03
121,3.20E-02,9.02E-03,2.17E-03
122,3.29E-02,9.17E-03,2.17E-03
123,3.11E-02,9.17E-03,2.17E-03
124,3.37E-02,9.59E-03,2.17E-03
125,3.02E-02,9.60E-03,2.17E-03
126,3.44E-02,1.02E-02,2.17E-03
127,2.96E-02,1.03E-02,2.17E-03
128,3.48E-02,1.11E-02,2.17E-03
129,3.50E-02,1.20E-02,2.17E-03
130,2.92E-02,1.11E-02,2.17E-03
131,3.48E-02,1.29E-02,2.17E-03
132,2.90E-02,1.20E-02,2.17E-03
133,2.92E-02,1.29E-02,2.17E-03
134,3.44E-02,1.37E-02,2.17E-03
135,2.96E-02,1.38E-02,2.17E-03
136,3.03E-02,1.44E-02,2.17E-03
137,3.38E-02,1.44E-02,2.17E-03
138,3.11E-02,1.48E-02,2.17E-03
139,3.29E-02,1.48E-02,2.18E-03
140,3.20E-02,1.50E-02,2.18E-03
141,3.20E-02,9.02E-03,2.72E-03
142,3.29E-02,9.17E-03,2.72E-03
143,3.11E-02,9.17E-03,2.72E-03
144,3.37E-02,9.59E-03,2.72E-03
145,3.02E-02,9.59E-03,2.72E-03
146,3.44E-02,1.02E-02,2.72E-03
147,2.96E-02,1.03E-02,2.72E-03
148,3.48E-02,1.11E-02,2.72E-03
149,2.92E-02,1.11E-02,2.72E-03
150,3.50E-02,1.20E-02,2.72E-03
151,2.90E-02,1.20E-02,2.72E-03
152,3.48E-02,1.29E-02,2.72E-03
153,2.92E-02,1.29E-02,2.72E-03
154,3.44E-02,1.37E-02,2.72E-03
155,2.96E-02,1.38E-02,2.72E-03
156,3.03E-02,1.44E-02,2.72E-03
157,3.38E-02,1.44E-02,2.72E-03
158,3.11E-02,1.48E-02,2.72E-03
159,3.29E-02,1.48E-02,2.72E-03
160,3.20E-02,1.50E-02,2.72E-03
161,3.25E-02,9.06E-03,2.99E-03
162,3.15E-02,9.06E-03,2.99E-03
163,3.33E-02,9.35E-03,2.99E-03
164,3.06E-02,9.35E-03,2.99E-03
165,3.41E-02,9.89E-03,2.99E-03
166,2.99E-02,9.90E-03,2.99E-03
167,3.46E-02,1.06E-02,2.99E-03
168,2.93E-02,1.07E-02,2.99E-03
169,3.49E-02,1.15E-02,2.99E-03
170,2.91E-02,1.15E-02,2.99E-03
171,3.49E-02,1.25E-02,2.99E-03
172,2.91E-02,1.25E-02,2.99E-03
173,3.47E-02,1.33E-02,2.99E-03
174,2.93E-02,1.34E-02,2.99E-03
175,2.99E-02,1.41E-02,2.99E-03
176,3.41E-02,1.41E-02,2.99E-03
177,3.07E-02,1.47E-02,2.99E-03
178,3.34E-02,1.47E-02,2.99E-03
179,3.25E-02,1.49E-02,2.99E-03
180,3.15E-02,1.49E-02,2.99E-03
181,3.25E-02,9.06E-03,3.53E-03
182,3.15E-02,9.06E-03,3.53E-03
183,3.33E-02,9.35E-03,3.53E-03
184,3.06E-02,9.35E-03,3.53E-03
185,3.41E-02,9.89E-03,3.53E-03
186,2.99E-02,9.90E-03,3.53E-03
187,3.46E-02,1.06E-02,3.53E-03
188,2.93E-02,1.07E-02,3.53E-03
189,3.49E-02,1.15E-02,3.53E-03
190,2.91E-02,1.15E-02,3.53E-03
191,3.49E-02,1.25E-02,3.53E-03
192,2.91E-02,1.25E-02,3.53E-03
193,2.93E-02,1.34E-02,3.53E-03
194,3.47E-02,1.33E-02,3.53E-03
195,2.99E-02,1.41E-02,3.53E-03
196,3.07E-02,1.47E-02,3.53E-03
197,3.41E-02,1.41E-02,3.53E-03
198,3.15E-02,1.49E-02,3.53E-03
199,3.34E-02,1.47E-02,3.54E-03
200,3.25E-02,1.49E-02,3.54E-03
201,3.20E-02,9.02E-03,3.80E-03
202,3.29E-02,9.17E-03,3.80E-03
203,3.11E-02,9.17E-03,3.80E-03
204,3.37E-02,9.59E-03,3.80E-03
205,3.03E-02,9.59E-03,3.80E-03
206,3.44E-02,1.02E-02,3.80E-03
207,2.96E-02,1.03E-02,3.80E-03
208,3.48E-02,1.11E-02,3.80E-03
209,2.92E-02,1.11E-02,3.81E-03
210,3.50E-02,1.20E-02,3.81E-03
211,2.90E-02,1.20E-02,3.81E-03
212,3.48E-02,1.29E-02,3.81E-03
213,2.92E-02,1.29E-02,3.81E-03
214,2.96E-02,1.37E-02,3.81E-03
215,3.03E-02,1.44E-02,3.81E-03
216,3.44E-02,1.37E-02,3.81E-03
217,3.11E-02,1.48E-02,3.81E-03
218,3.37E-02,1.44E-02,3.81E-03
219,3.29E-02,1.48E-02,3.81E-03
220,3.20E-02,1.50E-02,3.81E-03
221,3.20E-02,9.02E-03,4.35E-03
222,3.11E-02,9.17E-03,4.35E-03
223,3.29E-02,9.17E-03,4.35E-03
224,3.03E-02,9.59E-03,4.35E-03
225,3.37E-02,9.59E-03,4.35E-03
226,2.96E-02,1.03E-02,4.35E-03
227,3.44E-02,1.02E-02,4.35E-03
228,3.48E-02,1.11E-02,4.35E-03
229,2.92E-02,1.11E-02,4.35E-03
230,2.90E-02,1.20E-02,4.35E-03
231,3.50E-02,1.20E-02,4.35E-03
232,2.92E-02,1.29E-02,4.35E-03
233,3.48E-02,1.29E-02,4.35E-03
234,2.96E-02,1.37E-02,4.35E-03
235,3.03E-02,1.44E-02,4.35E-03
236,3.44E-02,1.37E-02,4.35E-03
237,3.11E-02,1.48E-02,4.35E-03
238,3.37E-02,1.44E-02,4.35E-03
239,3.29E-02,1.48E-02,4.35E-03
240,3.20E-02,1.50E-02,4.35E-03
241,3.15E-02,9.06E-03,4.62E-03
242,3.07E-02,9.35E-03,4.62E-03
243,3.25E-02,9.06E-03,4.62E-03
244,3.33E-02,9.35E-03,4.62E-03
245,2.99E-02,9.89E-03,4.62E-03
246,3.41E-02,9.89E-03,4.62E-03
247,2.93E-02,1.06E-02,4.62E-03
248,3.47E-02,1.06E-02,4.62E-03
249,2.91E-02,1.15E-02,4.62E-03
250,3.49E-02,1.15E-02,4.62E-03
251,2.91E-02,1.25E-02,4.62E-03
252,3.49E-02,1.25E-02,4.62E-03
253,2.93E-02,1.33E-02,4.62E-03
254,2.99E-02,1.41E-02,4.62E-03
255,3.47E-02,1.34E-02,4.62E-03
256,3.07E-02,1.47E-02,4.62E-03
257,3.15E-02,1.49E-02,4.62E-03
258,3.41E-02,1.41E-02,4.62E-03
259,3.34E-02,1.47E-02,4.62E-03
260,3.25E-02,1.49E-02,4.62E-03
261,3.07E-02,9.35E-03,5.16E-03
262,3.15E-02,9.06E-03,5.16E-03
263,3.25E-02,9.06E-03,5.16E-03
264,2.99E-02,9.89E-03,5.16E-03
265,3.34E-02,9.35E-03,5.16E-03
266,3.41E-02,9.90E-03,5.16E-03
267,2.94E-02,1.06E-02,5.16E-03
268,3.47E-02,1.06E-02,5.16E-03
269,2.91E-02,1.15E-02,5.16E-03
270,2.91E-02,1.25E-02,5.16E-03
271,3.49E-02,1.15E-02,5.16E-03
272,2.93E-02,1.33E-02,5.16E-03
273,3.49E-02,1.25E-02,5.16E-03
274,2.99E-02,1.41E-02,5.16E-03
275,3.47E-02,1.34E-02,5.17E-03
276,3.07E-02,1.47E-02,5.16E-03
277,3.15E-02,1.49E-02,5.17E-03
278,3.41E-02,1.41E-02,5.17E-03
279,3.25E-02,1.49E-02,5.17E-03
280,3.34E-02,1.47E-02,5.17E-03
281,3.11E-02,9.17E-03,5.43E-03
282,3.03E-02,9.59E-03,5.43E-03
283,3.20E-02,9.02E-03,5.43E-03
284,3.29E-02,9.17E-03,5.43E-03
285,2.96E-02,1.02E-02,5.43E-03
286,3.37E-02,9.59E-03,5.43E-03
287,2.92E-02,1.11E-02,5.43E-03
288,3.44E-02,1.03E-02,5.43E-03
289,2.90E-02,1.20E-02,5.43E-03
290,3.48E-02,1.11E-02,5.43E-03
291,2.92E-02,1.29E-02,5.43E-03
292,3.50E-02,1.20E-02,5.43E-03
293,2.96E-02,1.37E-02,5.43E-03
294,3.48E-02,1.29E-02,5.44E-03
295,3.03E-02,1.44E-02,5.44E-03
296,3.11E-02,1.48E-02,5.44E-03
297,3.44E-02,1.37E-02,5.44E-03
298,3.20E-02,1.50E-02,5.44E-03
299,3.37E-02,1.44E-02,5.44E-03
300,3.29E-02,1.48E-02,5.44E-03
301,3.11E-02,9.17E-03,5.97E-03
302,3.03E-02,9.59E-03,5.97E-03
303,3.20E-02,9.02E-03,5.97E-03
304,2.96E-02,1.02E-02,5.97E-03
305,3.29E-02,9.17E-03,5.97E-03
306,3.37E-02,9.59E-03,5.97E-03
307,2.92E-02,1.11E-02,5.97E-03
308,3.44E-02,1.03E-02,5.98E-03
309,2.90E-02,1.20E-02,5.98E-03
310,2.92E-02,1.29E-02,5.98E-03
311,3.48E-02,1.11E-02,5.98E-03
312,2.96E-02,1.37E-02,5.98E-03
313,3.50E-02,1.20E-02,5.98E-03
314,3.03E-02,1.44E-02,5.98E-03
315,3.48E-02,1.29E-02,5.98E-03
316,3.11E-02,1.48E-02,5.98E-03
317,3.20E-02,1.50E-02,5.98E-03
318,3.44E-02,1.37E-02,5.98E-03
319,3.29E-02,1.48E-02,5.98E-03
320,3.37E-02,1.44E-02,5.98E-03
321,3.07E-02,9.35E-03,6.24E-03
322,3.15E-02,9.06E-03,6.24E-03
323,2.99E-02,9.89E-03,6.24E-03
324,3.25E-02,9.06E-03,6.24E-03
325,2.94E-02,1.06E-02,6.24E-03
326,3.34E-02,9.35E-03,6.24E-03
327,3.41E-02,9.90E-03,6.25E-03
328,2.91E-02,1.15E-02,6.25E-03
329,2.91E-02,1.25E-02,6.25E-03
330,3.47E-02,1.06E-02,6.25E-03
331,2.93E-02,1.33E-02,6.25E-03
332,3.49E-02,1.15E-02,6.25E-03
333,2.99E-02,1.41E-02,6.25E-03
334,3.49E-02,1.25E-02,6.25E-03
335,3.07E-02,1.47E-02,6.25E-03
336,3.47E-02,1.34E-02,6.25E-03
337,3.15E-02,1.49E-02,6.25E-03
338,3.25E-02,1.49E-02,6.25E-03
339,3.41E-02,1.41E-02,6.25E-03
340,3.34E-02,1.47E-02,6.25E-03
341,3.07E-02,9.35E-03,6.78E-03
342,2.99E-02,9.89E-03,6.78E-03
343,3.15E-02,9.06E-03,6.78E-03
344,3.25E-02,9.06E-03,6.78E-03
345,2.94E-02,1.06E-02,6.78E-03
346,3.34E-02,9.35E-03,6.79E-03
347,2.91E-02,1.15E-02,6.79E-03
348,3.41E-02,9.90E-03,6.79E-03
349,2.91E-02,1.25E-02,6.79E-03
350,3.47E-02,1.06E-02,6.79E-03
351,2.93E-02,1.33E-02,6.79E-03
352,3.49E-02,1.15E-02,6.79E-03
353,2.99E-02,1.41E-02,6.79E-03
354,3.49E-02,1.25E-02,6.79E-03
355,3.07E-02,1.47E-02,6.79E-03
356,3.15E-02,1.49E-02,6.79E-03
357,3.47E-02,1.34E-02,6.79E-03
358,3.25E-02,1.49E-02,6.79E-03
359,3.41E-02,1.41E-02,6.79E-03
360,3.34E-02,1.47E-02,6.80E-03
361,3.03E-02,9.59E-03,7.05E-03
362,3.11E-02,9.17E-03,7.05E-03
363,3.20E-02,9.02E-03,7.05E-03
364,2.96E-02,1.02E-02,7.05E-03
365,3.29E-02,9.17E-03,7.05E-03
366,2.92E-02,1.11E-02,7.06E-03
367,3.37E-02,9.59E-03,7.06E-03
368,2.90E-02,1.20E-02,7.06E-03
369,3.44E-02,1.02E-02,7.06E-03
370,2.92E-02,1.29E-02,7.06E-03
371,2.96E-02,1.37E-02,7.06E-03
372,3.48E-02,1.11E-02,7.06E-03
373,3.03E-02,1.44E-02,7.06E-03
374,3.50E-02,1.20E-02,7.06E-03
375,3.11E-02,1.48E-02,7.06E-03
376,3.48E-02,1.29E-02,7.06E-03
377,3.20E-02,1.50E-02,7.06E-03
378,3.44E-02,1.38E-02,7.07E-03
379,3.29E-02,1.48E-02,7.07E-03
380,3.37E-02,1.44E-02,7.07E-03
381,3.11E-02,9.17E-03,7.59E-03
382,3.03E-02,9.59E-03,7.59E-03
383,3.20E-02,9.02E-03,7.59E-03
384,2.96E-02,1.02E-02,7.59E-03
385,3.29E-02,9.17E-03,7.59E-03
386,2.92E-02,1.11E-02,7.59E-03
387,3.37E-02,9.59E-03,7.60E-03
388,2.90E-02,1.20E-02,7.60E-03
389,2.92E-02,1.29E-02,7.60E-03
390,3.44E-02,1.02E-02,7.60E-03
391,2.96E-02,1.37E-02,7.60E-03
392,3.48E-02,1.11E-02,7.60E-03
393,3.03E-02,1.44E-02,7.60E-03
394,3.50E-02,1.20E-02,7.60E-03
395,3.11E-02,1.48E-02,7.60E-03
396,3.20E-02,1.50E-02,7.61E-03
397,3.48E-02,1.29E-02,7.61E-03
398,3.29E-02,1.48E-02,7.61E-03
399,3.44E-02,1.37E-02,7.61E-03
400,3.37E-02,1.44E-02,7.61E-03
401,3.07E-02,9.34E-03,7.86E-03
402,3.15E-02,9.06E-03,7.86E-03
403,2.99E-02,9.89E-03,7.86E-03
404,3.25E-02,9.06E-03,7.86E-03
405,2.94E-02,1.06E-02,7.86E-03
406,3.34E-02,9.35E-03,7.86E-03
407,2.91E-02,1.15E-02,7.86E-03
408,2.91E-02,1.25E-02,7.87E-03
409,3.41E-02,9.89E-03,7.87E-03
410,2.93E-02,1.33E-02,7.87E-03
411,3.46E-02,1.06E-02,7.87E-03
412,2.99E-02,1.41E-02,7.87E-03
413,3.49E-02,1.15E-02,7.87E-03
414,3.07E-02,1.47E-02,7.87E-03
415,3.15E-02,1.49E-02,7.87E-03
416,3.49E-02,1.25E-02,7.88E-03
417,3.25E-02,1.49E-02,7.88E-03
418,3.47E-02,1.34E-02,7.88E-03
419,3.34E-02,1.47E-02,7.88E-03
420,3.41E-02,1.41E-02,7.88E-03
421,3.07E-02,9.34E-03,8.40E-03
422,3.15E-02,9.06E-03,8.40E-03
423,2.99E-02,9.89E-03,8.40E-03
424,3.25E-02,9.06E-03,8.40E-03
425,2.94E-02,1.06E-02,8.40E-03
426,3.34E-02,9.35E-03,8.40E-03
427,2.91E-02,1.15E-02,8.40E-03
428,2.91E-02,1.25E-02,8.41E-03
429,3.41E-02,9.89E-03,8.41E-03
430,2.93E-02,1.33E-02,8.41E-03
431,3.46E-02,1.06E-02,8.41E-03
432,2.99E-02,1.41E-02,8.41E-03
433,3.07E-02,1.47E-02,8.41E-03
434,3.49E-02,1.15E-02,8.41E-03
435,3.15E-02,1.49E-02,8.41E-03
436,3.25E-02,1.49E-02,8.42E-03
437,3.49E-02,1.25E-02,8.42E-03
438,3.34E-02,1.47E-02,8.42E-03
439,3.47E-02,1.34E-02,8.42E-03
440,3.41E-02,1.41E-02,8.42E-03
441,3.11E-02,9.17E-03,8.67E-03
442,3.03E-02,9.59E-03,8.67E-03
443,3.20E-02,9.02E-03,8.67E-03
444,2.96E-02,1.02E-02,8.67E-03
445,3.29E-02,9.17E-03,8.67E-03
446,2.92E-02,1.11E-02,8.67E-03
447,3.37E-02,9.59E-03,8.67E-03
448,2.90E-02,1.20E-02,8.67E-03
449,2.92E-02,1.29E-02,8.68E-03
450,3.44E-02,1.02E-02,8.68E-03
451,2.96E-02,1.38E-02,8.68E-03
452,3.03E-02,1.44E-02,8.68E-03
453,3.48E-02,1.11E-02,8.68E-03
454,3.11E-02,1.48E-02,8.68E-03
455,3.20E-02,1.50E-02,8.69E-03
456,3.50E-02,1.20E-02,8.69E-03
457,3.29E-02,1.48E-02,8.69E-03
458,3.48E-02,1.29E-02,8.69E-03
459,3.37E-02,1.44E-02,8.69E-03
460,3.44E-02,1.37E-02,8.69E-03
461,3.03E-02,9.59E-03,9.20E-03
462,3.11E-02,9.17E-03,9.20E-03
463,3.20E-02,9.02E-03,9.20E-03
464,2.96E-02,1.02E-02,9.20E-03
465,3.29E-02,9.17E-03,9.21E-03
466,2.92E-02,1.11E-02,9.21E-03
467,3.37E-02,9.59E-03,9.21E-03
468,2.90E-02,1.20E-02,9.21E-03
469,2.92E-02,1.29E-02,9.22E-03
470,3.44E-02,1.02E-02,9.22E-03
471,2.96E-02,1.38E-02,9.22E-03
472,3.03E-02,1.44E-02,9.22E-03
473,3.11E-02,1.48E-02,9.22E-03
474,3.48E-02,1.11E-02,9.22E-03
475,3.20E-02,1.50E-02,9.22E-03
476,3.29E-02,1.48E-02,9.23E-03
477,3.50E-02,1.20E-02,9.23E-03
478,3.38E-02,1.44E-02,9.23E-03
479,3.48E-02,1.29E-02,9.23E-03
480,3.44E-02,1.37E-02,9.23E-03
481,3.07E-02,9.34E-03,9.47E-03
482,2.99E-02,9.89E-03,9.47E-03
483,3.15E-02,9.06E-03,9.47E-03
484,3.25E-02,9.06E-03,9.47E-03
485,2.94E-02,1.06E-02,9.47E-03
486,3.33E-02,9.35E-03,9.48E-03
487,2.91E-02,1.15E-02,9.48E-03
488,3.41E-02,9.89E-03,9.48E-03
489,2.91E-02,1.25E-02,9.48E-03
490,2.93E-02,1.34E-02,9.49E-03
491,2.99E-02,1.41E-02,9.49E-03
492,3.46E-02,1.06E-02,9.49E-03
493,3.07E-02,1.47E-02,9.49E-03
494,3.15E-02,1.49E-02,9.49E-03
495,3.25E-02,1.49E-02,9.49E-03
496,3.49E-02,1.15E-02,9.50E-03
497,3.34E-02,1.46E-02,9.50E-03
498,3.49E-02,1.25E-02,9.50E-03
499,3.41E-02,1.41E-02,9.50E-03
500,3.47E-02,1.34E-02,9.50E-03
501,3.07E-02,9.34E-03,1.00E-02
502,2.99E-02,9.88E-03,1.00E-02
503,3.15E-02,9.06E-03,1.00E-02
504,3.25E-02,9.06E-03,1.00E-02
505,2.94E-02,1.06E-02,1.00E-02
506,3.33E-02,9.35E-03,1.00E-02
507,2.91E-02,1.15E-02,1.00E-02
508,3.41E-02,9.89E-03,1.00E-02
509,2.91E-02,1.25E-02,1.00E-02
510,2.94E-02,1.34E-02,1.00E-02
511,3.46E-02,1.06E-02,1.00E-02
512,2.99E-02,1.41E-02,1.00E-02
513,3.07E-02,1.47E-02,1.00E-02
514,3.15E-02,1.49E-02,1.00E-02
515,3.25E-02,1.49E-02,1.00E-02
516,3.49E-02,1.15E-02,1.00E-02
517,3.34E-02,1.46E-02,1.00E-02
518,3.41E-02,1.41E-02,1.00E-02
519,3.49E-02,1.25E-02,1.00E-02
520,3.47E-02,1.33E-02,1.00E-02
521,3.03E-02,9.58E-03,1.03E-02
522,3.11E-02,9.17E-03,1.03E-02
523,2.96E-02,1.02E-02,1.03E-02
524,3.20E-02,9.02E-03,1.03E-02
525,3.29E-02,9.17E-03,1.03E-02
526,2.92E-02,1.11E-02,1.03E-02
527,3.37E-02,9.59E-03,1.03E-02
528,2.90E-02,1.20E-02,1.03E-02
529,3.44E-02,1.02E-02,1.03E-02
530,2.92E-02,1.29E-02,1.03E-02
531,2.96E-02,1.38E-02,1.03E-02
532,3.03E-02,1.44E-02,1.03E-02
533,3.11E-02,1.48E-02,1.03E-02
534,3.20E-02,1.50E-02,1.03E-02
535,3.48E-02,1.11E-02,1.03E-02
536,3.29E-02,1.48E-02,1.03E-02
537,3.38E-02,1.44E-02,1.03E-02
538,3.50E-02,1.20E-02,1.03E-02
539,3.44E-02,1.37E-02,1.03E-02
540,3.48E-02,1.29E-02,1.03E-02
541,3.03E-02,9.58E-03,1.08E-02
542,3.11E-02,9.17E-03,1.08E-02
543,2.96E-02,1.02E-02,1.08E-02
544,3.20E-02,9.02E-03,1.08E-02
545,3.29E-02,9.17E-03,1.08E-02
546,2.92E-02,1.11E-02,1.08E-02
547,3.37E-02,9.58E-03,1.08E-02
548,3.44E-02,1.02E-02,1.08E-02
549,2.90E-02,1.20E-02,1.08E-02
550,3.11E-02,1.48E-02,1.08E-02
551,3.03E-02,1.44E-02,1.08E-02
552,2.92E-02,1.29E-02,1.08E-02
553,2.96E-02,1.38E-02,1.08E-02
554,3.20E-02,1.50E-02,1.08E-02
555,3.29E-02,1.48E-02,1.08E-02
556,3.48E-02,1.11E-02,1.08E-02
557,3.38E-02,1.44E-02,1.08E-02
558,3.50E-02,1.20E-02,1.09E-02
559,3.44E-02,1.37E-02,1.09E-02
560,3.48E-02,1.29E-02,1.09E-02
561,3.07E-02,9.34E-03,1.11E-02
562,2.99E-02,9.88E-03,1.11E-02
563,3.15E-02,9.06E-03,1.11E-02
564,3.25E-02,9.06E-03,1.11E-02
565,2.94E-02,1.06E-02,1.11E-02
566,3.33E-02,9.34E-03,1.11E-02
567,3.41E-02,9.88E-03,1.11E-02
568,2.91E-02,1.15E-02,1.11E-02
569,3.07E-02,1.47E-02,1.11E-02
570,3.15E-02,1.49E-02,1.11E-02
571,3.46E-02,1.06E-02,1.11E-02
572,2.99E-02,1.41E-02,1.11E-02
573,2.91E-02,1.25E-02,1.11E-02
574,3.25E-02,1.49E-02,1.11E-02
575,2.94E-02,1.34E-02,1.11E-02
576,3.34E-02,1.46E-02,1.11E-02
577,3.49E-02,1.15E-02,1.11E-02
578,3.41E-02,1.41E-02,1.11E-02
579,3.49E-02,1.25E-02,1.11E-02
580,3.47E-02,1.33E-02,1.11E-02
581,2.99E-02,9.88E-03,1.16E-02
582,3.07E-02,9.34E-03,1.16E-02
583,3.15E-02,9.06E-03,1.16E-02
584,2.94E-02,1.06E-02,1.16E-02
585,3.25E-02,9.06E-03,1.16E-02
586,3.33E-02,9.34E-03,1.16E-02
587,3.41E-02,9.88E-03,1.16E-02
588,2.91E-02,1.15E-02,1.16E-02
589,3.46E-02,1.06E-02,1.16E-02
590,3.15E-02,1.49E-02,1.16E-02
591,3.07E-02,1.47E-02,1.16E-02
592,3.25E-02,1.49E-02,1.16E-02
593,2.99E-02,1.41E-02,1.16E-02
594,2.94E-02,1.34E-02,1.16E-02
595,3.34E-02,1.47E-02,1.16E-02
596,2.91E-02,1.25E-02,1.16E-02
597,3.49E-02,1.15E-02,1.17E-02
598,3.41E-02,1.41E-02,1.17E-02
599,3.49E-02,1.25E-02,1.17E-02
600,3.47E-02,1.33E-02,1.17E-02
601,3.03E-02,9.58E-03,1.19E-02
602,2.96E-02,1.02E-02,1.19E-02
603,3.11E-02,9.17E-03,1.19E-02
604,3.20E-02,9.02E-03,1.19E-02
605,3.29E-02,9.17E-03,1.19E-02
606,3.37E-02,9.58E-03,1.19E-02
607,2.92E-02,1.11E-02,1.19E-02
